Id,Label,timeset,latitude,longitude,indegree,outdegree,Degree,clustering,triangles,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,pageranks
LEC,LEC,,-12.4823,-41.277,1,1,2,0,0,9,0.237459,0.247445,0,5,0.000076
MEA,MEA,,-22.343,-41.765999,3,3,6,0.666667,2,9,0.217734,0.228549,16.779017,5,0.000151
MII,MII,,-22.196899,-49.926399,2,2,4,1,1,9,0.213438,0.224461,0,5,0.000124
VDC,VDC,,-14.8628,-40.863098,4,4,8,0.666667,4,8,0.264849,0.279786,10.532601,5,0.000169
RIA,RIA,,-29.711399,-53.688202,3,3,6,0.333333,1,9,0.222662,0.233661,3147,5,0.00023
SCY,SCY,,-0.910206,-89.617401,1,1,2,0,0,9,0.236834,0.246973,0,9,0.000078
LOH,LOH,,-3.99589,-79.371902,2,2,4,1,1,9,0.240912,0.253099,0,9,0.000109
ESM,ESM,,0.978519,-79.626602,3,3,6,1,3,9,0.241115,0.253734,0,9,0.000142
LQM,LQM,,-0.182278,-74.7708,1,1,2,0,0,9,0.199911,0.206842,0,9,0.000105
LPD,LPD,,-1.32861,-69.5797,1,1,2,0,0,9,0.19986,0.206709,0,9,0.000128
NQU,NQU,,5.6964,-77.2806,1,1,2,0,0,9,0.199949,0.207054,0,9,0.000103
PDA,PDA,,3.85353,-67.9062,2,2,4,1,1,8,0.249742,0.263439,0,9,0.000136
EYP,EYP,,5.31911,-72.384,1,1,2,0,0,8,0.249722,0.26328,0,9,0.000082
GYA,GYA,,-10.8206,-65.345596,1,1,2,0,0,10,0.177974,0.183352,0,5,0.000108
RIB,RIB,,-11,-66,1,1,2,0,0,10,0.177974,0.183352,0,5,0.000108
CJA,CJA,,-7.13918,-78.489403,1,1,2,0,0,8,0.253095,0.264825,0,5,0.000078
HUU,HUU,,-9.87881,-76.204803,1,1,2,0,0,8,0.253095,0.264825,0,5,0.000078
SRA,SRA,,-27.9067,-54.520401,1,1,2,1,1,9,0.222631,0.233449,0,5,0.000135
VIG,VIG,,8.624139,-71.672668,2,2,4,1,1,9,0.24729,0.260181,0,9,0.000108
JPR,JPR,,-10.8708,-61.8465,1,1,2,0,0,9,0.209923,0.217819,0,5,0.000087
NEV,NEV,,17.2057,-62.589901,6,5,11,0.733333,11,8,0.250219,0.263247,1.732207,9,0.000178
VIJ,VIJ,,18.4464,-64.427498,2,2,4,1,1,8,0.244885,0.25623,0,9,0.000088
KOV,KOV,,53.329102,69.594597,2,2,4,1,1,9,0.264028,0.282415,0,11,0.000085
PPK,PPK,,54.7747,69.183899,2,2,4,1,1,9,0.25,0.262721,0,11,0.000084
DZN,DZN,,47.708302,67.733299,2,2,4,1,1,9,0.25,0.262721,0,11,0.000084
UKK,UKK,,50.036598,82.494202,5,5,10,0.7,7,9,0.264116,0.282944,36.476766,11,0.000159
KSN,KSN,,53.206902,63.550301,3,3,6,1,3,8,0.264627,0.278587,0,11,0.000102
KVD,KVD,,40.737701,46.3176,5,4,9,0.6,6,8,0.286234,0.307681,56.394961,11,0.000153
NAJ,NAJ,,39.188801,45.458401,1,1,2,1,1,8,0.281877,0.299511,0,11,0.00009
PYJ,PYJ,,66.400398,112.029999,4,4,8,1,6,9,0.262662,0.280974,0,11,0.000134
CKH,CKH,,70.6231,147.901993,1,1,2,0,0,9,0.22589,0.236463,0,11,0.000073
CYX,CYX,,68.740601,161.337997,1,1,2,0,0,9,0.22589,0.236463,0,11,0.000073
IKS,IKS,,71.6977,128.903,1,1,2,0,0,9,0.22589,0.236463,0,11,0.000073
DYR,DYR,,64.734901,177.740997,2,2,4,1,1,9,0.261919,0.279762,0,11,0.000087
OZH,OZH,,47.867001,35.315701,2,2,4,1,1,8,0.258967,0.27217,0,11,0.000081
HRK,HRK,,49.924801,36.290001,8,9,17,0.583333,21,8,0.298134,0.319478,112.02995,2,0.000185
IFO,IFO,,48.884201,24.6861,1,1,2,0,0,9,0.252042,0.264959,0,2,0.000062
UDJ,UDJ,,48.6343,22.263399,1,1,2,0,0,9,0.223136,0.234202,0,2,0.000064
CSH,CSH,,65.029999,35.733334,1,1,2,0,0,9,0.212962,0.220838,0,11,0.000086
CEE,CEE,,59.273602,38.0158,6,6,12,0.466667,7,8,0.275488,0.294855,38.351072,11,0.000167
PES,PES,,61.885201,34.154701,1,1,2,0,0,9,0.260208,0.277448,0,11,0.000066
KYZ,KYZ,,51.669399,94.400597,1,1,2,0,0,9,0.229613,0.240442,0,11,0.000071
NOZ,NOZ,,53.811401,86.877197,2,2,4,0,0,8,0.275031,0.293103,0.244444,11,0.000082
IAA,IAA,,67.437202,86.621902,1,1,2,0,0,9,0.234383,0.245488,0,11,0.000066
GRV,GRV,,43.2981,45.7841,1,1,2,0,0,9,0.260208,0.277448,0,11,0.000066
OGZ,OGZ,,43.205101,44.606602,1,1,2,0,0,9,0.260208,0.277448,0,11,0.000066
ESL,ESL,,46.373901,44.330898,1,1,2,0,0,9,0.260208,0.277448,0,11,0.000066
GLH,GLH,,33.482899,-90.985603,1,1,2,0,0,9,0.214837,0.222736,0,9,0.000118
PSC,PSC,,46.264702,-119.119003,8,8,16,0.785714,22,8,0.281197,0.299146,60.296907,9,0.000209
KQA,KQA,,54.13377,-165.778896,1,1,2,0,0,2,0.666667,0.75,0,16,0.000243
LPS,LPS,,48.483898,-122.938003,0,0,0,0,0,0,0,0,0,17,0.000047
SLY,SLY,,66.590797,66.611,8,8,16,0.535714,15,9,0.263211,0.282282,3148.686405,11,0.000253
HMA,HMA,,61.0285,69.086098,8,8,16,0.678571,19,9,0.263189,0.282229,57.675445,11,0.000208
NYA,NYA,,62.110001,65.614998,3,3,6,0.333333,1,9,0.245343,0.258902,0.605263,11,0.000115
OVS,OVS,,61.326622,63.601913,5,5,10,0.6,6,8,0.261831,0.27639,2.08215,11,0.000157
IJK,IJK,,56.828098,53.4575,3,3,6,1,3,9,0.265251,0.284065,0,11,0.000101
KVX,KVX,,58.5033,49.348301,3,3,6,0.333333,1,8,0.265251,0.280603,723.421987,11,0.000125
NYM,NYM,,65.480904,72.698898,7,7,14,0.571429,12,8,0.270726,0.288932,42.091245,11,0.000193
KRO,KRO,,55.4753,65.415604,2,2,4,1,1,9,0.262793,0.280932,0,11,0.000084
LBD,LBD,,40.215401,69.694702,19,19,38,0.368421,63,9,0.267892,0.290434,129.889962,11,0.000394
AZN,AZN,,40.727699,72.293999,3,3,6,1,3,9,0.266193,0.285114,0,11,0.0001
FEG,FEG,,40.358799,71.745003,6,6,12,0.866667,13,9,0.266396,0.285802,0.154762,11,0.00015
NMA,NMA,,40.9846,71.556702,9,9,18,0.777778,28,9,0.266621,0.286649,1.201661,11,0.000204
NCU,NCU,,42.4884,59.623299,3,3,6,0.666667,2,8,0.271848,0.289599,1.563786,11,0.000101
UGC,UGC,,41.584301,60.641701,6,5,11,0.714286,15,8,0.298078,0.31948,98.482843,11,0.000172
KSQ,KSQ,,38.833599,65.921501,3,3,6,1,3,9,0.266193,0.285114,0,11,0.0001
TMJ,TMJ,,37.286701,67.309998,2,2,4,1,1,9,0.263895,0.282155,0,11,0.000083
EGO,EGO,,50.643799,36.590099,9,9,18,0.5,18,9,0.265632,0.285193,2.377918,11,0.000201
URS,URS,,51.750599,36.295601,1,1,2,0,0,8,0.257274,0.269571,0,11,0.000065
VKT,VKT,,67.488602,63.993099,2,2,4,0,0,9,0.26038,0.277898,13.142365,11,0.000097
UUA,UUA,,54.639999,52.801701,3,3,6,0.666667,2,9,0.265005,0.283589,0.433333,11,0.000104
CSY,CSY,,56.090302,47.347301,2,2,4,1,1,9,0.264983,0.28343,0,11,0.000083
OSW,OSW,,51.072498,58.5956,1,1,2,0,0,9,0.260208,0.277448,0,11,0.000066
PEZ,PEZ,,53.1106,45.021099,1,1,2,0,0,9,0.260208,0.277448,0,11,0.000066
SKX,SKX,,54.12513,45.212257,2,2,4,1,1,9,0.264983,0.28343,0,11,0.000083
HBX,HBX,,15.3617,75.0849,2,2,4,1,1,9,0.255914,0.269703,0,4,0.000092
KCT,KCT,,5.99368,80.320297,1,1,2,0,0,9,0.251458,0.263528,0,4,0.000067
SHL,SHL,,25.7036,91.978699,1,1,2,0,0,9,0.233133,0.243672,0,4,0.000072
GAU,GAU,,26.1061,91.585899,12,12,24,0.363636,24,9,0.277822,0.296221,2290.66454,4,0.000408
DMU,DMU,,25.8839,93.771103,2,2,4,1,1,9,0.233151,0.243831,0,4,0.000108
BZL,BZL,,22.801001,90.301201,1,1,2,0,0,9,0.243918,0.255166,0,4,0.00007
BHR,BHR,,27.678101,84.429398,1,1,2,0,0,9,0.237926,0.249609,0,4,0.000076
BDP,BDP,,26.570801,88.079597,1,1,2,0,0,9,0.237926,0.249609,0,4,0.000076
KEP,KEP,,28.1036,81.667,1,1,2,0,0,9,0.237926,0.249609,0,4,0.000076
GAN,GAN,,-0.693342,73.155602,3,3,6,0.666667,2,9,0.253994,0.267054,18.539755,4,0.000134
HAQ,HAQ,,6.74423,73.170502,2,2,4,0,0,9,0.229496,0.238862,3.473561,4,0.000118
KDO,KDO,,1.85917,73.521896,2,2,4,1,1,9,0.246111,0.257421,0,4,0.000119
MAQ,MAQ,,16.6999,98.545097,1,1,2,0,0,9,0.223294,0.234869,0,10,0.000077
BMV,BMV,,12.6683,108.120003,4,4,8,1,6,9,0.253156,0.266603,0,10,0.000141
HPH,HPH,,20.819401,106.724998,2,2,4,1,1,9,0.252973,0.265994,0,10,0.00009
CXR,CXR,,11.9982,109.219002,4,4,8,0.833333,5,9,0.268876,0.28882,14.856879,10,0.000131
VCS,VCS,,8.73183,106.633003,2,2,4,0,0,9,0.252567,0.265333,9.996538,10,0.000114
VCA,VCA,,10.0851,105.711998,3,3,6,0.333333,1,9,0.248598,0.260907,2.486479,10,0.000156
DIN,DIN,,21.397499,103.008003,1,1,2,0,0,9,0.248539,0.260537,0,10,0.000069
UIH,UIH,,13.955,109.042,2,2,4,1,1,9,0.252933,0.265941,0,10,0.000091
PXU,PXU,,14.0045,108.016998,3,3,6,1,3,9,0.253136,0.266444,0,10,0.000112
VII,VII,,18.7376,105.670998,5,5,10,0.7,7,9,0.253258,0.266974,4.980303,10,0.00017
TVY,TVY,,14.1039,98.203598,2,2,4,0,0,9,0.231437,0.242379,6292,10,0.000186
KAW,KAW,,10.0493,98.538002,1,1,2,0,0,11,0.158239,0.161802,0,10,0.000158
TMC,TMC,,-9.40972,119.244003,2,2,4,1,1,9,0.234838,0.247034,0,10,0.000116
BEJ,BEJ,,2.1555,117.431999,1,1,2,0,0,10,0.211616,0.220821,0,10,0.000078
LUV,LUV,,-5.66162,132.731003,2,1,3,1,1,10,0.195625,0.203009,0,10,0.000164
LGL,LGL,,3.421,115.153999,2,2,4,1,1,10,0.215912,0.224845,0,10,0.000137
ODN,ODN,,3.967,115.050003,2,2,4,1,1,10,0.215912,0.224845,0,10,0.000137
MKM,MKM,,2.90639,112.080002,2,2,4,1,1,10,0.216001,0.225072,0,10,0.000112
BKM,BKM,,3.974,115.617996,1,1,2,0,0,10,0.186162,0.192101,0,10,0.000103
LWY,LWY,,4.84917,115.407997,3,3,6,0.333333,1,9,0.228729,0.240069,3147,10,0.000197
BBN,BBN,,3.73389,115.478996,2,2,4,1,1,10,0.215912,0.224845,0,10,0.000137
KUD,KUD,,6.9225,116.835999,2,2,4,1,1,9,0.228563,0.239433,0,10,0.00011
TKG,TKG,,-5.240556,105.175556,3,2,5,1,3,9,0.24277,0.256139,0,10,0.000133
NTX,NTX,,3.90871,108.388001,1,1,2,0,0,10,0.196861,0.204638,0,10,0.000079
ALH,ALH,,-34.943298,117.808998,2,2,4,1,1,9,0.238575,0.25006,0,8,0.000143
AUU,AUU,,-13.354067,141.72065,2,2,4,1,3,9,0.227014,0.237161,0,8,0.000199
BCI,BCI,,-23.5653,145.307007,1,1,2,1,1,9,0.251337,0.263239,0,8,0.000137
BVI,BVI,,-25.897499,139.348007,2,2,4,0,0,12,0.143988,0.146961,6.910256,8,0.000254
BHQ,BHQ,,-32.0014,141.472,4,4,8,0.666667,4,9,0.259137,0.272964,5.083333,8,0.000214
HTI,HTI,,-20.358101,148.951996,4,4,8,1,6,9,0.260704,0.275547,0,8,0.000184
BEU,BEU,,-24.3461,139.460007,2,2,4,0,0,11,0.1681,0.172356,1877.185098,8,0.000239
BUC,BUC,,-17.7486,139.533997,2,2,4,1,1,11,0.168055,0.172272,0,8,0.000198
BQL,BQL,,-22.9133,139.899994,2,2,4,0,0,10,0.201976,0.20898,5018.185098,8,0.000199
BHS,BHS,,-33.409401,149.651993,2,2,4,1,1,9,0.258903,0.27217,0,8,0.00014
CPD,CPD,,-29.040001,134.720993,1,1,2,0,0,9,0.234296,0.244346,0,8,0.000086
CNJ,CNJ,,-20.6686,140.503998,3,3,6,1,3,9,0.251538,0.263732,0,8,0.000172
CED,CED,,-32.1306,133.710007,1,1,2,0,0,9,0.234296,0.244346,0,8,0.000086
CMA,CMA,,-28.030001,145.621994,2,2,4,0,0,11,0.171189,0.175412,3147,8,0.000289
CUQ,CUQ,,-13.761133,143.113311,2,1,3,1,3,9,0.227014,0.237161,0,8,0.000199
DMD,DMD,,-17.9403,138.822006,3,3,6,0.333333,1,10,0.201963,0.209123,3015.963404,8,0.000259
DPO,DPO,,-41.169701,146.429993,1,1,2,0,0,9,0.248913,0.260603,0,8,0.000077
ELC,ELC,,-12.0194,135.570999,1,1,2,0,0,11,0.181055,0.186538,0,8,0.000137
EPR,EPR,,-33.684399,121.822998,1,2,3,1,1,9,0.238575,0.25006,0,8,0.000143
FLS,FLS,,-40.091702,147.992996,2,1,3,0,0,10,0.206684,0.21393,6292,8,0.000215
GET,GET,,-28.796101,114.707001,1,1,2,0,0,9,0.238557,0.249902,0,8,0.000082
GLT,GLT,,-23.869699,151.223007,3,3,6,0.666667,2,9,0.25995,0.273943,32.456148,8,0.000163
GTE,GTE,,-13.975,136.460007,3,3,6,1,3,9,0.230117,0.24137,0,8,0.000171
GFF,GFF,,-34.250801,146.067001,2,2,4,1,1,9,0.258903,0.27217,0,8,0.00014
HID,HID,,-10.5864,142.289993,1,1,2,0,0,9,0.226981,0.236844,0,8,0.000086
JCK,JCK,,-20.668301,141.723007,2,2,4,0,0,10,0.201924,0.208858,3147,8,0.000214
KNS,KNS,,-39.877499,143.878006,2,2,4,1,1,9,0.248932,0.260762,0,8,0.000128
KWM,KWM,,-15.4856,141.751007,2,2,4,1,1,9,0.226997,0.237003,0,8,0.00015
LDH,LDH,,-31.5383,159.076996,3,3,6,1,3,9,0.25995,0.273943,0,8,0.000161
IRG,IRG,,-12.7869,143.304993,2,2,4,1,3,9,0.227014,0.237161,0,8,0.000199
LSY,LSY,,-28.830299,153.259995,1,1,2,0,0,9,0.258882,0.272011,0,8,0.00008
LRE,LRE,,-23.4342,144.279999,4,2,6,0.333333,2,9,0.251377,0.263557,567.743528,8,0.00026
MIM,MIM,,-36.9086,149.901001,3,3,6,0.666667,2,9,0.259265,0.272964,3.046371,8,0.000164
MGT,MGT,,-12.0944,134.893997,1,1,2,0,0,11,0.181055,0.186538,0,8,0.000137
MNG,MNG,,-12.0561,134.233993,3,3,6,0,0,10,0.221067,0.231296,6293,8,0.000316
MCV,MCV,,-16.442499,136.084,1,1,2,0,0,10,0.221005,0.230873,0,8,0.000084
MQL,MQL,,-34.229198,142.085998,4,4,8,0.833333,5,9,0.259436,0.273493,1.719611,8,0.000194
MRZ,MRZ,,-29.498899,149.845001,1,1,2,0,0,9,0.258882,0.272011,0,8,0.00008
MOV,MOV,,-22.0578,148.076996,2,2,4,1,1,9,0.251337,0.263239,0,8,0.000122
MYA,MYA,,-35.8978,150.143997,2,2,4,1,1,9,0.258903,0.27217,0,8,0.000127
MGB,MGB,,-37.745602,140.785004,2,2,4,1,1,9,0.24909,0.261185,0,8,0.000115
ONG,ONG,,-16.6625,139.177994,3,3,6,0.333333,1,10,0.185176,0.191028,263.460103,8,0.000275
NRA,NRA,,-34.702202,146.511993,2,2,4,1,1,9,0.258903,0.27217,0,8,0.00014
NTN,NTN,,-17.68409,141.069664,2,2,4,0,0,9,0.227063,0.237188,3274.036596,8,0.000164
ZNE,ZNE,,-23.417801,119.803001,1,1,2,0,0,9,0.238557,0.249902,0,8,0.000082
OLP,OLP,,-30.485001,136.876999,1,1,2,0,0,9,0.234296,0.244346,0,8,0.000086
PUG,PUG,,-32.506901,137.716995,1,1,2,0,0,9,0.234296,0.244346,0,8,0.000086
PBO,PBO,,-23.171101,117.745003,1,1,2,0,0,9,0.238557,0.249902,0,8,0.000082
CCK,CCK,,-12.1883,96.8339,1,1,2,0,0,10,0.192644,0.198614,0,8,0.000129
GOV,GOV,,-12.2694,136.817993,3,3,6,1,3,9,0.230117,0.24137,0,8,0.000171
PKE,PKE,,-33.131401,148.238998,2,2,4,1,1,9,0.258903,0.27217,0,8,0.00014
PLO,PLO,,-34.605301,135.880005,1,1,2,0,0,9,0.234296,0.244346,0,8,0.000086
EDR,EDR,,-14.896451,141.60908,2,2,4,1,1,9,0.226997,0.237003,0,8,0.00015
PQQ,PQQ,,-31.435801,152.863007,3,3,6,1,3,9,0.25995,0.273943,0,8,0.000161
PTJ,PTJ,,-38.3181,141.470993,0,1,1,0,0,12,0.146262,0.14894,0,8,0.000166
ULP,ULP,,-26.6122,144.253006,2,2,4,0,0,10,0.20106,0.207387,4413.814902,8,0.000214
RMA,RMA,,-26.545,148.774994,2,2,4,1,1,9,0.251377,0.263282,0,8,0.000145
SGO,SGO,,-28.0497,148.595001,2,2,4,0,0,10,0.206507,0.213618,6292,8,0.000228
XTG,XTG,,-27.986401,143.811005,1,1,2,0,0,12,0.146174,0.148813,0,8,0.00017
WNR,WNR,,-25.413099,142.667007,2,2,4,0,0,11,0.167465,0.171385,1275.225159,8,0.000246
WYA,WYA,,-33.058899,137.514008,1,1,2,0,0,9,0.234296,0.244346,0,8,0.000086
WIN,WIN,,-22.3636,143.085998,2,2,4,0,0,10,0.207133,0.214873,0.5,8,0.000142
BWT,BWT,,-40.998901,145.731003,3,3,6,0.666667,2,9,0.249011,0.261016,2,8,0.00018
NAY,NAY,,39.782799,116.388001,36,36,72,0.190476,120,9,0.271825,0.293644,599.439392,10,0.000733
CIF,CIF,,42.235001,118.907997,10,10,20,0.622222,28,8,0.280796,0.299537,12.653362,10,0.000215
CIH,CIH,,36.247501,113.125999,11,11,22,0.763636,42,8,0.285948,0.305136,14.433019,10,0.000223
DAT,DAT,,40.060299,113.482002,7,7,14,0.619048,13,8,0.282661,0.301607,13.77703,10,0.00016
HET,HET,,40.851398,111.823998,36,36,72,0.485714,306,8,0.288358,0.312272,3490.112971,10,0.000721
BAV,BAV,,40.560001,109.997002,17,17,34,0.720588,98,8,0.287279,0.308206,30.245174,10,0.000318
SJW,SJW,,38.280701,114.696999,33,33,66,0.619318,327,8,0.282915,0.306141,78.032817,10,0.000574
TGO,TGO,,43.556702,122.199997,8,8,16,0.75,21,8,0.282712,0.301793,7.16114,10,0.000182
HLH,HLH,,46.195333,122.008333,4,4,8,0.666667,4,8,0.280246,0.297816,7.853399,10,0.000113
XIL,XIL,,43.9156,115.963997,3,3,6,0.666667,2,8,0.280121,0.297499,7.751895,10,0.000098
BHY,BHY,,21.5394,109.293999,15,15,30,0.828571,87,8,0.287174,0.307624,5.643109,10,0.000283
CGD,CGD,,28.9189,111.639999,8,8,16,0.964286,27,8,0.285714,0.304606,0.012821,10,0.000174
DYG,DYG,,29.1028,110.443001,12,12,24,0.893939,59,8,0.286494,0.306422,1.87131,10,0.000235
MXZ,MXZ,,24.35,116.133003,5,5,10,0.4,4,8,0.278707,0.296351,3.01389,10,0.000129
ZUH,ZUH,,22.006399,113.375999,30,30,60,0.574713,250,8,0.285197,0.307908,580.150184,10,0.000531
LZH,LZH,,24.2075,109.390999,13,13,26,0.935897,73,8,0.28741,0.307544,1.149742,10,0.000251
ZHA,ZHA,,21.214399,110.358002,13,13,26,0.846154,66,8,0.289205,0.309593,18.540499,10,0.000255
ENH,ENH,,30.320299,109.485001,1,1,2,0,0,9,0.241337,0.252957,0,10,0.000062
NNY,NNY,,32.980801,112.614998,7,7,14,0.809524,17,9,0.269451,0.286729,0.27315,10,0.000158
XFN,XFN,,32.1506,112.291,9,9,18,0.833333,30,8,0.286,0.305188,12.11942,10,0.000191
YIH,YIH,,30.55655,111.479988,14,14,28,0.934066,85,8,0.288781,0.309117,0.331164,10,0.000268
GOQ,GOQ,,36.4006,94.786102,2,2,4,1,1,9,0.230572,0.243272,0,10,0.000083
IQN,IQN,,35.799702,107.602997,3,3,6,0.333333,1,9,0.230876,0.244278,0.454719,10,0.000097
XNN,XNN,,36.5275,102.042999,19,19,38,0.573099,98,8,0.284964,0.30661,3926.159806,10,0.000436
ENY,ENY,,36.636902,109.554001,4,4,8,0.666667,4,8,0.280821,0.298743,7.979471,10,0.000112
UYN,UYN,,38.35971,109.590927,7,7,14,0.666667,14,8,0.28256,0.301523,9.2933,10,0.000159
LTI,LTI,,46.3764,96.2211,1,1,2,0,0,10,0.188131,0.193335,0,10,0.000133
BYN,BYN,,46.1633,100.704002,2,2,4,0,0,9,0.231709,0.241464,3147,10,0.000201
DLZ,DLZ,,43.591702,104.43,1,0,1,0,0,9,0.231675,0.241252,0,10,0.000088
HVD,HVD,,47.954102,91.628197,1,1,2,0,0,9,0.231675,0.241252,0,10,0.000088
MXV,MXV,,49.6633,100.098999,1,1,2,0,0,9,0.231675,0.241252,0,10,0.000088
DIG,DIG,,27.7936,99.6772,5,5,10,0.7,7,9,0.268715,0.285342,16.391913,10,0.000141
LUM,LUM,,24.4011,98.5317,4,4,8,1,6,8,0.286,0.304341,0,10,0.000113
SYM,SYM,,22.793301,100.959,1,1,2,0,0,9,0.236923,0.250285,0,10,0.000064
ZAT,ZAT,,27.3256,103.754997,2,2,4,1,1,9,0.240691,0.255559,0,10,0.00008
KOW,KOW,,25.853333,114.778889,10,10,20,0.888889,40,8,0.286286,0.305559,0.858297,10,0.000204
JDZ,JDZ,,29.3386,117.176002,8,8,16,0.928571,26,8,0.286,0.304924,0.037211,10,0.000173
JIU,JIU,,29.476944,115.801111,4,4,8,1,6,8,0.28499,0.302859,0,10,0.000111
JUZ,JUZ,,28.965799,118.899002,3,3,6,1,3,9,0.244847,0.2592,0,10,0.000095
LYG,LYG,,34.571667,118.873611,13,13,26,0.666667,52,8,0.288596,0.30864,30.217478,10,0.000258
HYN,HYN,,28.562201,121.429001,7,7,14,0.809524,17,8,0.285222,0.303653,0.814994,10,0.000156
LYI,LYI,,35.046101,118.412003,14,14,28,0.725275,66,8,0.286234,0.306194,15.082569,10,0.000269
JJN,JJN,,24.7964,118.589996,18,18,36,0.718954,110,8,0.289471,0.310652,21.727932,10,0.000336
TXN,TXN,,29.733299,118.255997,18,18,36,0.856209,131,8,0.289019,0.310245,4.794616,10,0.00033
WEF,WEF,,36.646702,119.119003,7,7,14,0.809524,17,8,0.285792,0.304553,0.252414,10,0.000158
WUX,WUX,,31.4944,120.429001,19,19,38,0.824561,141,8,0.291131,0.313294,12.140219,10,0.000353
WUS,WUS,,27.7019,118.000999,9,9,18,0.972222,35,8,0.288173,0.307555,0.03125,10,0.00019
WNZ,WNZ,,27.912201,120.851997,32,32,64,0.637097,316,8,0.290701,0.314544,128.529508,10,0.000565
YNZ,YNZ,,33.425833,120.203056,12,11,23,0.893939,59,8,0.288675,0.308826,0.850966,10,0.000239
YIW,YIW,,29.3447,120.031998,14,14,28,0.593407,54,8,0.286964,0.307306,12.623891,10,0.000272
HSN,HSN,,29.9342,122.361999,7,7,14,0.619048,13,8,0.28256,0.301395,13.089803,10,0.000161
BPX,BPX,,30.5536,97.108299,2,2,4,1,1,9,0.248775,0.262557,0,10,0.000086
DAX,DAX,,31.1302,107.4295,5,5,10,0.9,9,8,0.28613,0.304871,0.012821,10,0.000129
GYS,GYS,,32.391102,105.702004,4,4,8,0.833333,5,8,0.285067,0.303018,0.012821,10,0.000111
LZO,LZO,,28.8522,105.392998,11,11,22,0.963636,53,8,0.286494,0.306247,0.057708,10,0.000221
MIG,MIG,,31.428101,104.740997,15,16,31,0.766667,92,8,0.287148,0.307756,15.631847,10,0.000307
NAO,NAO,,30.79545,106.1626,6,6,12,0.933333,14,8,0.286338,0.3054,0.012821,10,0.000145
LZY,LZY,,29.303301,94.335297,2,2,4,1,1,9,0.248775,0.262557,0,10,0.000086
WXN,WXN,,30.8017,108.433,8,8,16,0.964286,27,8,0.286991,0.306512,0.012821,10,0.000176
AKU,AKU,,41.262501,80.291702,2,2,4,1,1,9,0.25279,0.267949,0,10,0.000083
KCA,KCA,,41.718102,82.9869,1,1,2,0,0,9,0.234838,0.247105,0,10,0.000067
KRL,KRL,,41.6978,86.128899,5,5,10,0.8,8,9,0.255602,0.271985,1.860069,10,0.000135
KRY,KRY,,45.46655,84.9527,1,1,2,0,0,9,0.234838,0.247105,0,10,0.000067
YIN,YIN,,43.955799,81.330299,2,2,4,1,1,9,0.25279,0.267949,0,10,0.000083
HEK,HEK,,50.171621,127.308884,2,2,4,1,1,9,0.227588,0.239303,0,10,0.000111
JMU,JMU,,46.843399,130.464996,7,7,14,0.714286,15,8,0.282661,0.301554,3.212319,10,0.000163
JNZ,JNZ,,41.101398,121.061997,3,3,6,0.666667,2,8,0.272838,0.288933,0.044887,10,0.000095
NDG,NDG,,47.239601,123.917999,4,4,8,0.5,3,8,0.282079,0.30039,11.95301,10,0.000113
YNJ,YNJ,,42.882801,129.451004,6,6,12,0.933333,14,8,0.286677,0.305469,0.058069,10,0.000144
ORH,ORH,,42.2673,-71.875702,2,2,4,1,1,8,0.260769,0.275823,0,9,0.000083
AQG,AQG,,30.582199,117.050003,7,7,14,1,21,8,0.285197,0.3036,0,10,0.000156
SHP,SHP,,39.968102,119.731003,4,4,8,1,6,8,0.272601,0.288827,0,10,0.00011
YCU,YCU,,35.116391,111.031389,18,18,36,0.882353,135,8,0.288041,0.309318,5.403052,10,0.000332
JGN,JGN,,39.856899,98.3414,3,3,6,1,3,9,0.230589,0.243431,0,10,0.000095
DSN,DSN,,39.49,109.861389,19,19,38,0.783626,134,8,0.283706,0.304927,18.335939,10,0.000348
PVC,PVC,,42.071899,-70.221397,1,1,2,0,0,8,0.264671,0.277238,0,9,0.000066
SBH,SBH,,17.9044,-62.843601,6,7,13,0.47619,10,8,0.250857,0.263932,170.286503,9,0.00023
TBW,TBW,,52.806099,41.4828,1,1,2,0,0,8,0.257274,0.269571,0,11,0.000065
ERM,ERM,,-27.6619,-52.268299,3,2,5,0.333333,1,9,0.222678,0.233714,38.215361,5,0.000167
NVI,NVI,,40.117199,65.170799,3,3,6,1,3,9,0.266193,0.285114,0,11,0.0001
QSF,QSF,,36.178101,5.32449,4,4,8,1,6,9,0.261332,0.279207,0,2,0.000112
LRH,LRH,,46.179199,-1.19528,8,8,16,0.357143,10,8,0.26989,0.290868,35.829559,2,0.000163
AZA,AZA,,33.3078,-111.654999,32,32,64,0.058468,29,8,0.263784,0.282664,3425.062017,9,0.00087
AKP,AKP,,68.133598,-151.742996,2,2,4,1,1,9,0.213366,0.220814,0,19,0.000188
ANV,ANV,,62.646702,-160.190994,1,1,2,0,0,11,0.158886,0.162371,0,19,0.000161
ATK,ATK,,70.4673,-157.436005,2,2,4,1,1,10,0.189035,0.195114,0,19,0.000208
GAM,GAM,,63.7668,-171.733002,2,2,4,1,1,10,0.189126,0.195596,0,19,0.000199
HPB,HPB,,61.523899,-166.147003,2,2,4,1,3,10,0.18924,0.196157,0,19,0.000287
KAL,KAL,,64.319099,-158.740997,2,3,5,0.666667,2,10,0.175954,0.18061,0.533333,19,0.000249
